# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "reference/annot.gtf" "-o" "counts/counts.txt" "-p" "-B" "-C" "-s" "2" "-T" "4" "alignment/WT_1A.sorted.bam" "alignment/WT_1B.sorted.bam" "alignment/WT_1C.sorted.bam" "alignment/WT_2A.sorted.bam" "alignment/WT_2B.sorted.bam" "alignment/WT_2C.sorted.bam" "alignment/WT_3A.sorted.bam" "alignment/WT_3B.sorted.bam" "alignment/WT_3C.sorted.bam" "alignment/WT_4A.sorted.bam" "alignment/WT_4B.sorted.bam" "alignment/WT_4C.sorted.bam" "alignment/rrp6_1A.sorted.bam" "alignment/rrp6_1B.sorted.bam" "alignment/rrp6_1C.sorted.bam" "alignment/rrp6_2A.sorted.bam" "alignment/rrp6_2B.sorted.bam" "alignment/rrp6_2C.sorted.bam" "alignment/rrp6_3A.sorted.bam" "alignment/rrp6_3B.sorted.bam" "alignment/rrp6_3C.sorted.bam" "alignment/rrp6_4A.sorted.bam" "alignment/rrp6_4B.sorted.bam" "alignment/rrp6_4C.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignment/WT_1A.sorted.bam	alignment/WT_1B.sorted.bam	alignment/WT_1C.sorted.bam	alignment/WT_2A.sorted.bam	alignment/WT_2B.sorted.bam	alignment/WT_2C.sorted.bam	alignment/WT_3A.sorted.bam	alignment/WT_3B.sorted.bam	alignment/WT_3C.sorted.bam	alignment/WT_4A.sorted.bam	alignment/WT_4B.sorted.bam	alignment/WT_4C.sorted.bam	alignment/rrp6_1A.sorted.bam	alignment/rrp6_1B.sorted.bam	alignment/rrp6_1C.sorted.bam	alignment/rrp6_2A.sorted.bam	alignment/rrp6_2B.sorted.bam	alignment/rrp6_2C.sorted.bam	alignment/rrp6_3A.sorted.bam	alignment/rrp6_3B.sorted.bam	alignment/rrp6_3C.sorted.bam	alignment/rrp6_4A.sorted.bam	alignment/rrp6_4B.sorted.bam	alignment/rrp6_4C.sorted.bam
YBR241C	II	702589	704055	-	1467	251	301	260	435	488	519	375	428	454	582	623	581	234	254	208	453	401	415	473	371	458	535	512	497
YBR182C	II	593506	594864	-	1359	182	162	196	164	188	161	152	182	234	230	196	249	93	108	110	123	123	112	156	138	158	161	146	156
YBR134W	II	504243	504644	+	402	2	2	1	0	4	3	5	1	4	1	2	3	2	6	5	2	6	4	5	6	7	4	7	6
YBL037W	II	147209	150286	+	3078	994	1054	1024	1060	1203	1156	912	955	1020	1335	1426	1313	752	917	959	1042	1097	1129	814	846	938	1165	1229	1313
YBR019C	II	276253	278352	-	2100	51	40	45	49	46	37	50	62	50	75	37	64	46	46	42	46	43	29	49	91	58	67	66	49
YBR022W	II	283738	284271	+	534	398	457	433	482	476	485	518	547	555	533	567	531	332	374	351	433	424	454	406	482	450	451	484	508
YBR121C-A	II	482326	482484	-	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR119W	II;II	479338;479435	479345;480323	+;+	897	505	518	543	469	479	513	600	585	588	608	690	610	415	476	507	508	610	599	638	557	655	705	769	701
YBL022C	II	177874	181275	-	3402	4902	5075	5348	5612	6203	6304	4850	5182	5330	6815	7001	7372	4340	4851	4946	5333	5585	5691	4518	5007	5009	5925	6142	6264
snR161	II	307185	307345	-	161	361	356	353	153	232	179	482	512	470	254	281	290	1606	1674	1698	1344	1377	1403	1830	1732	1824	1790	2004	1907
YBR243C	II	705447	706793	-	1347	726	692	725	682	726	713	766	731	829	724	774	813	577	603	573	590	652	628	566	596	563	726	675	684
YBR234C	II	685438	686592	-	1155	2453	2877	2804	2673	2996	3154	3124	3324	3088	3712	4046	4173	1951	2055	2156	2410	2756	2774	2663	2840	2785	3035	3173	3279
YBR179C	II	586547	589114	-	2568	1031	1187	1163	1132	1300	1164	1180	1204	1252	1516	1671	1691	904	895	933	1006	1054	1058	985	1058	1114	1218	1195	1305
YBR247C	II	713004	714455	-	1452	2839	3037	3133	1747	1816	1833	1660	1723	1741	1933	2019	2258	2537	2742	2986	1647	1816	1791	1513	1567	1629	1858	1830	2012
YBR124W	II	486507	486866	+	360	0	0	0	6	2	0	0	0	0	0	0	0	0	2	1	3	1	0	0	3	6	4	7	3
YBL086C	II	61202	62602	-	1401	524	567	596	819	815	955	885	812	880	954	1059	938	464	405	506	884	1066	923	751	812	880	1128	1135	1113
YBL065W	II	99963	100307	+	345	1	0	2	2	2	0	2	4	4	1	1	4	6	2	2	0	0	5	2	9	8	1	0	1
YBR227C	II	673572	675134	-	1563	717	772	663	724	741	807	725	746	769	891	997	1058	550	618	614	651	736	734	586	657	657	709	755	810
YBR218C	II	658707	662249	-	3543	5967	6370	6909	8250	8802	9156	5552	6054	6255	7618	8112	8273	6541	7003	7390	8637	9386	9516	6810	7258	7501	9667	10553	10710
YBR244W	II	707528	708016	+	489	1232	1356	1363	1098	1268	1211	1070	1239	1207	1055	1024	1273	1086	1132	1211	1052	1163	1104	877	1070	972	926	1057	1062
YBR160W	II	560078	560974	+	897	1060	1200	1174	1163	1112	1167	1066	1179	1148	1306	1467	1472	921	942	967	1002	1077	1045	947	1043	1002	1099	1251	1270
YBL080C	II	73070	74695	-	1626	271	269	321	385	431	385	431	436	423	495	606	548	239	238	236	354	350	371	314	363	332	408	369	405
YBR083W	II	409169	410629	+	1461	848	958	1020	1050	1188	1140	909	959	1023	1019	1075	1061	962	1100	1071	1184	1225	1203	943	991	1138	1754	2002	1880
YBR294W	II	789235	791814	+	2580	6	17	15	37	51	23	48	51	59	58	64	50	37	25	48	56	89	97	117	158	156	234	240	218
tI(AAU)B	II	197494	197567	+	74	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
YBR091C	II	427155	427484	-	330	239	283	259	201	218	254	220	220	278	273	304	328	263	259	268	192	189	230	181	222	205	270	232	267
YBR284W	II	771239	773632	+	2394	106	161	132	214	229	248	210	248	236	254	268	285	154	228	220	477	445	508	535	504	486	518	609	597
YBR158W	II	556549	558198	+	1650	8317	9411	9307	5122	5575	5485	6496	6848	7062	7140	7380	7580	7509	7943	8344	6268	6714	6779	7400	7614	7713	7680	8025	8378
YBR111W-A	II;II;II	462139;462290;462500	462209;462429;462579	+;+;+	291	573	575	586	548	524	539	555	629	632	540	568	542	420	452	478	519	595	625	676	688	687	628	670	615
YBL071C	II	90223	90531	-	309	6	3	3	2	0	0	2	0	2	0	2	1	20	30	30	16	30	13	17	17	15	29	21	27
YBR126W-B	II	490927	491070	+	144	1	1	2	8	9	5	10	3	8	3	6	4	0	2	1	8	7	7	11	4	6	11	6	12
YBR229C	II	676357	679221	-	2865	2593	2831	2755	2873	3190	3024	2902	3034	3244	3285	3448	3433	2255	2394	2484	2701	2734	2881	2644	2781	2969	3013	3142	3296
YBR042C	II	320416	321609	-	1194	980	977	1110	831	956	1076	916	1078	972	871	974	897	716	819	868	816	875	835	907	869	974	761	865	876
YBR150C	II	541209	544493	-	3285	1349	1501	1417	1386	1645	1610	1497	1592	1599	1830	2054	1983	1087	1089	1149	1450	1629	1592	1233	1298	1452	1555	1708	1784
YBR298C	II	802631	804475	-	1845	413	398	445	687	795	693	769	754	817	793	757	772	424	396	398	649	723	776	713	854	912	828	908	957
YBR143C	II	530869	532182	-	1314	10637	11691	11974	9502	10495	10305	9418	10241	10595	11085	12044	12159	9174	10017	10094	8972	9433	9873	8848	9330	9608	9949	10401	10828
YBR014C	II	266725	267336	-	612	809	841	850	842	875	996	927	1042	1069	1009	1056	1203	659	696	624	839	850	900	807	900	917	846	956	1011
tS(AGA)B	II	227075	227156	+	82	3	0	1	1	3	0	1	0	0	1	5	0	3	3	1	3	1	4	9	0	6	1	6	4
YBR259W	II	730387	732453	+	2067	854	942	927	733	696	770	722	801	826	981	1011	921	784	821	831	641	687	734	709	786	818	764	900	945
YBR060C	II	360652	362514	-	1863	1175	1215	1261	970	1156	1126	979	1088	1088	1139	1183	1208	1060	1051	1266	937	1139	1131	986	1013	1097	1160	1153	1285
YBR180W	II	589741	591459	+	1719	9	9	6	18	8	3	6	3	4	7	10	8	6	8	12	14	2	10	8	6	4	8	12	11
YBL034C	II	153848	158389	-	4542	1123	1164	1250	1272	1296	1367	936	927	1084	1139	1216	1189	929	1016	1069	1037	1020	1177	777	872	883	989	1084	1247
YBR212W	II	647886	649904	+	2019	1711	1864	1803	2133	2145	2137	1775	1785	1743	2292	2307	2279	1408	1578	1524	1601	1791	1824	1566	1521	1725	1787	2027	2085
YBR071W	II	380411	381046	+	636	607	678	640	860	970	956	1053	1041	1077	1091	1166	1345	295	332	316	483	566	555	526	596	559	539	571	638
YBL074C	II	86722	87789	-	1068	231	231	243	213	253	283	238	251	253	245	264	308	288	301	300	371	358	411	256	338	296	275	363	328
YBL107C	II	9961	10551	-	591	233	255	221	220	228	272	280	260	300	372	398	456	235	236	261	253	203	250	173	227	275	270	294	235
YBR097W	II	436951	441315	+	4365	1159	1261	1332	1301	1472	1474	1331	1376	1534	1568	1638	1826	1085	1163	1152	1372	1423	1606	1361	1290	1348	1538	1669	1603
YBR136W	II	505668	512774	+	7107	1583	1790	1819	1796	1888	1927	1336	1534	1533	1790	1870	2078	1543	1641	1758	1430	1893	1765	1349	1494	1362	1782	1772	2020
YBR039W	II	315575	316510	+	936	2514	2660	2704	3028	3138	3248	2949	3121	3086	3391	3923	3837	1844	1979	2078	2914	3053	3312	3293	3619	3704	3445	3739	3601
YBL089W	II	49574	50953	+	1380	429	446	495	498	520	567	539	530	621	665	709	660	401	489	510	535	627	602	612	622	655	664	706	692
YBL067C	II	93639	95882	-	2244	2705	2803	3025	2622	3013	3121	2671	2819	2744	3099	3225	3350	2005	2409	2228	2417	2553	2647	2333	2461	2600	2471	2548	2565
YBR270C	II	742761	744398	-	1638	220	247	180	200	185	191	248	256	214	294	236	243	213	207	195	213	236	254	226	266	241	267	303	330
YBR087W	II	423765	424829	+	1065	982	1199	1252	959	1181	1199	1022	1117	1238	1221	1316	1280	897	929	1015	956	1168	1045	1041	1144	1209	1235	1269	1219
YBR121C	II	481364	483367	-	2004	17724	19166	19453	17520	18966	19286	17156	18053	18377	21848	23317	23546	14635	15583	16184	16437	17492	17925	15799	16914	17143	19270	20383	20687
YBR026C	II	292877	294019	-	1143	1127	1143	1159	1486	1638	1631	1693	1853	1816	2159	2276	2268	768	880	974	1508	1510	1601	1370	1487	1639	1574	1768	1794
YBR197C	II	615203	615856	-	654	393	414	402	296	354	354	336	312	329	431	419	393	313	315	326	307	258	306	272	283	294	262	324	269
YBR027C	II	294024	294356	-	333	33	40	56	39	45	44	22	31	28	31	44	49	39	27	41	43	31	22	27	27	33	31	27	34
YBR177C	II	584807	586162	-	1356	846	916	922	1062	1177	1183	987	1074	1048	1173	1350	1273	481	568	589	771	829	749	729	749	763	918	862	976
YBR176W	II	583720	584658	+	939	367	408	379	398	396	429	326	433	434	524	482	575	340	394	384	383	458	503	370	434	495	428	474	421
YBR230W-A	II	680362	680562	+	201	50	50	55	66	73	79	104	108	86	92	88	129	35	43	42	49	98	61	79	59	62	71	80	52
YBR090C	II;II	426333;426874	426516;427058	-;-	369	23	20	34	33	31	35	33	38	38	27	34	36	28	16	25	47	26	23	39	40	44	30	30	25
YBL071C-B	II	89458	89556	-	99	3	3	5	2	1	3	9	3	1	0	1	2	3	3	2	5	2	5	5	3	3	3	6	0
YBR064W	II	367763	368191	+	429	1	0	0	0	4	0	0	2	3	0	0	0	1	2	2	1	1	8	2	5	5	4	6	2
YBR044C	II	324341	326059	-	1719	951	1010	976	824	1051	950	852	1073	983	1248	1278	1290	770	808	857	910	996	860	838	926	914	939	1065	1072
YBL068W	II	92414	93394	+	981	1062	1260	1266	879	896	1050	922	1029	1028	1145	1140	1261	1000	1095	1284	926	998	1014	1029	1141	1213	1152	1266	1300
YBR216C	II	655576	657600	-	2025	840	935	892	1022	1082	1044	862	1045	1040	1219	1247	1230	759	834	829	957	939	1041	940	974	1085	1097	1265	1201
YBR271W	II	744852	746111	+	1260	531	544	581	342	497	476	358	422	337	372	424	386	420	549	573	364	372	460	352	320	399	362	392	433
YBR084W	II	411054	413981	+	2928	7173	8014	8104	6582	7217	7332	5499	5843	5908	6133	6409	6536	8424	9267	9559	8350	9155	8903	7722	8301	8548	9983	10596	10863
YBR065C	II	368584	369678	-	1095	527	569	648	335	433	488	482	496	525	575	600	572	466	524	543	456	451	454	376	449	463	396	410	374
YBR245C	II	708150	711539	-	3390	2880	3154	3300	2984	3273	3505	2446	2812	2600	3168	3425	3279	2578	2812	2785	2840	3316	3225	2293	2367	2575	3192	3330	3359
YBR085W	II	415983	416906	+	924	336	320	383	217	235	265	266	278	281	445	488	484	210	265	226	194	169	203	132	177	182	171	205	225
YBR059C	II	356861	360187	-	3327	2211	2344	2483	2852	2964	3027	2435	2672	2773	2935	3119	3188	1878	2084	2145	2131	2320	2430	1837	1990	1913	2340	2428	2533
YBR068C	II	373861	375690	-	1830	6165	6408	6728	6909	7399	7673	7191	7405	7910	8478	9432	9404	6246	7199	6987	7717	8297	8637	7544	8158	8459	9868	10684	10331
YBR285W	II	773922	774356	+	435	16	27	26	63	51	65	62	74	73	75	67	101	44	45	48	100	98	114	176	127	136	143	189	171
YBR041W	II	318266	320275	+	2010	1609	1804	1815	1974	1893	2013	1933	2195	2128	2102	2324	2327	1482	1543	1576	1950	2081	2096	2009	2049	2232	2308	2418	2421
YBR252W	II	722611	723054	+	444	1050	1192	1109	1021	1030	1020	831	932	991	899	987	975	925	886	1025	778	854	925	785	846	903	989	905	951
YBL082C	II	69751	71127	-	1377	564	596	551	433	560	505	358	420	451	512	516	545	421	498	451	394	447	483	321	377	366	461	469	387
YBL002W	II	236492	236887	+	396	6854	7538	7669	7389	7772	8148	6512	7078	7198	7936	8812	8800	4624	4883	5235	5813	6196	6210	4831	5167	5199	6176	6632	7074
YBL098W	II	39145	40527	+	1383	378	364	373	534	531	446	534	544	534	533	486	482	325	344	355	461	539	517	550	537	539	463	495	531
YBR117C	II	474392	476437	-	2046	8	19	22	14	23	12	6	13	16	22	28	26	3	6	4	8	18	17	8	10	14	17	11	11
YBR214W	II	651415	652998	+	1584	776	865	767	1717	1680	1756	1340	1492	1548	2144	2203	2372	387	489	438	1382	1487	1385	1112	1149	1250	1761	1908	1934
YBR169C	II	573915	575996	-	2082	558	612	667	1198	1387	1440	1300	1293	1337	1578	1729	1598	413	491	495	1497	1582	1586	1309	1393	1452	1457	1701	1580
YBR207W	II	635146	636543	+	1398	1752	1900	2022	1645	1746	1820	1915	2078	2172	2871	2970	2962	1052	1070	1092	1154	1176	1192	1192	1135	1205	1103	1248	1154
YBR155W	II	549771	550928	+	1158	1104	1060	1147	711	794	754	779	813	809	1018	997	1098	1049	1043	1106	772	854	844	633	663	757	759	784	860
YBL106C	II	10847	13879	-	3033	678	750	710	685	726	731	619	608	624	940	958	926	328	319	367	313	331	321	323	319	272	325	371	408
YBR237W	II	691969	694518	+	2550	696	755	775	742	809	735	727	879	878	975	919	958	693	724	655	794	892	859	712	743	810	801	788	930
YBR193C	II	609082	609753	-	672	419	466	478	464	505	547	415	534	495	668	675	636	381	354	316	423	487	475	390	474	458	526	522	520
YBR149W	II	539987	541021	+	1035	2406	2499	2648	3801	3797	3955	4319	4434	4381	5519	5696	5721	2343	2591	2551	4436	4555	4735	4764	4917	5364	5234	5373	5349
YBR013C	II	265492	265881	-	390	105	140	96	127	112	137	206	179	140	182	189	201	99	96	87	134	138	128	150	149	174	153	181	158
YBL063W	II	101886	105221	+	3336	660	753	720	1049	1115	1006	668	782	678	748	825	799	600	661	647	707	788	847	598	630	594	844	774	726
YBL029C-A	II	164488	164772	-	285	210	226	208	297	334	290	296	288	313	360	355	373	156	167	210	500	520	442	522	507	540	617	612	696
YBR147W	II	536575	537465	+	891	55	44	42	151	157	171	164	194	157	194	172	208	71	42	53	153	145	201	172	179	174	178	238	184
YBR246W	II	711591	712754	+	1164	1180	1288	1309	978	1070	981	997	1014	1031	1364	1401	1557	1024	1139	1013	969	1100	1061	1025	1068	1075	1236	1321	1334
YBR002C	II	241708	242568	-	861	631	675	726	464	539	520	560	511	530	598	654	607	589	694	724	449	501	505	441	453	526	576	591	543
YBR023C	II	284428	287925	-	3498	3557	3663	3841	3343	3626	3459	2852	2983	3123	3517	3588	3684	3001	3204	3270	2893	3150	3290	2613	3008	3023	3507	3836	4137
YBL088C	II	51019	59382	-	8364	1663	1860	1859	1712	1974	1944	1485	1621	1574	1885	1860	2074	1336	1432	1625	1554	1698	1739	1330	1374	1410	1729	1772	1830
YBL064C	II	100371	101156	-	786	603	694	670	998	1122	1224	1230	1240	1229	1374	1506	1465	694	855	858	1540	1789	1834	1730	1933	1907	1985	1914	2097
YBL007C	II	212632	216366	-	3735	5533	5888	5991	7807	8756	8827	6182	6579	6709	7753	8482	8481	3660	3900	4080	6166	6583	6849	5065	5299	5108	6213	6705	6841
tL(UAA)B2	II	347603	347686	+	84	0	0	3	1	0	1	0	0	0	0	3	1	3	4	0	1	2	3	2	2	0	2	0	0
YBL093C	II	44256	44918	-	663	1700	1605	1731	1242	1281	1410	1306	1394	1450	1649	1786	1773	1251	1394	1361	1049	1291	1244	1122	1205	1255	1155	1185	1238
YBL091C	II	47363	48628	-	1266	1857	1996	1967	2122	2613	2454	2363	2594	2738	2924	3211	3245	1282	1375	1459	1773	1884	2008	1583	1699	1643	1984	2211	2272
YBR142W	II	528317	530638	+	2322	4544	4853	5036	2999	3210	3417	2631	2822	2787	3509	3752	3879	3982	4327	4534	2682	2868	3129	2659	2857	2913	3342	3464	3464
YBR047W	II	331833	332360	+	528	140	154	194	233	259	184	249	310	352	462	505	517	100	158	135	173	195	185	152	133	152	149	179	196
YBR238C	II	695107	697302	-	2196	4555	5114	5146	3160	3348	3175	2387	2586	2531	3689	4086	4297	4681	5078	5267	4001	4383	4524	3237	3496	3460	4569	4766	4782
YBR067C	II	372103	372735	-	633	8392	8944	9333	9238	9801	10139	8366	9052	8814	10186	11064	11261	6201	6798	6662	5704	6216	6494	7554	8150	8183	7574	8157	8095
YBR010W	II	256331	256741	+	411	9871	10473	10685	8757	9061	9437	10319	10712	11018	10833	11250	11471	6894	7391	7693	6928	7355	7701	8363	8634	8813	8718	9285	9081
YBL054W	II	117589	119166	+	1578	2064	2202	2381	1181	1222	1292	1147	1111	1194	1351	1536	1457	2457	2659	2453	1257	1394	1335	1278	1370	1469	1547	1610	1669
YBR209W	II	642583	642900	+	318	3	4	3	5	0	2	2	5	8	8	11	15	8	2	1	9	5	2	2	8	4	2	2	7
YBL060W	II	107932	109995	+	2064	308	285	364	349	430	292	327	348	360	407	369	475	271	381	312	295	370	394	239	244	302	336	397	379
YBR089W	II	425183	425782	+	600	1	2	3	7	7	8	4	5	2	6	2	4	3	0	8	4	7	2	4	2	12	4	6	3
YBR025C	II	290681	291865	-	1185	12137	12601	13267	12722	13403	14073	11349	12538	12495	12714	13420	13966	10792	11660	11958	13210	13914	14046	11204	12263	12497	13376	13989	14387
YBR040W	II	316968	317864	+	897	34	22	27	20	20	10	30	22	21	33	21	17	31	11	25	25	36	20	33	33	27	34	33	37
YBR230C	II;II	679549;680040	679942;680050	-;-	405	391	415	432	662	670	747	747	738	858	827	790	765	359	408	347	773	932	947	1098	1257	1279	1228	1219	1341
YBL027W	II;II	168423;168809	168424;169376	+;+	570	34295	36986	37605	35443	37751	38733	35463	37184	38181	35130	37692	37824	28745	30885	31262	34227	37496	37861	32848	34969	35121	37383	39204	39758
YBL100C	II	36989	37303	-	315	2	0	0	4	6	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	1	0
YBR261C	II	734832	735530	-	699	917	1095	1004	918	1090	1093	844	1000	956	1089	1195	1144	798	923	915	911	945	976	793	898	971	938	1032	1155
YBR034C	II	304930	305976	-	1047	6684	7588	7771	3963	4360	4386	4263	4409	4610	5040	5653	5609	5974	6578	6646	3832	3915	4159	4643	4878	5175	4668	5110	5221
YBR101C	II	443821	444693	-	873	1694	1777	1893	1900	2092	2137	2168	2418	2347	1941	1945	1923	1245	1525	1511	1890	1841	2011	1783	1966	1926	1933	2062	2079
YBL010C	II	206107	206949	-	843	162	175	163	172	229	213	186	168	208	212	225	242	149	145	152	168	165	183	111	122	114	195	157	213
YBR053C	II	339675	340751	-	1077	432	411	423	659	623	733	832	909	965	1289	1365	1300	313	275	283	623	640	630	566	588	634	722	699	790
YBL059C-A	II;II	110125;110506	110420;110539	-;-	330	634	600	599	567	546	531	742	747	723	854	813	841	361	381	400	352	403	439	453	455	489	480	463	493
YBR255C-A	II;II	726618;727012	726917;727074	-;-	363	173	144	144	198	163	173	181	200	236	230	230	249	183	219	197	241	228	261	255	236	336	255	290	226
YBL042C	II	138341	140260	-	1920	1797	1907	1853	1754	1845	1884	1657	1697	1803	1601	1694	1694	2357	2519	2641	2376	2484	2371	2390	2642	2553	2443	2872	2728
YBL039C	II	143989	145728	-	1740	7304	7901	7884	5320	5869	5899	5160	5629	5485	6230	6694	6735	6871	7472	7626	6246	6430	6605	6226	6479	6545	7080	7593	7748
YBR217W	II	657832	658392	+	561	249	318	215	187	252	253	207	238	275	262	320	287	249	218	231	210	211	247	207	252	267	263	235	271
YBR200W-A	II	622983	623147	+	165	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL003C	II	235394	235792	-	399	4854	4862	5270	5103	5365	5551	5063	5357	5404	5486	6045	6082	3071	3213	3340	3880	4211	4313	3600	3939	3877	4323	4454	4513
YBR069C	II	376574	378433	-	1860	8277	8952	9200	6080	6711	6568	5872	6381	6518	6804	7155	7087	6892	7255	7422	5557	5947	6092	5800	6016	6217	6372	6970	6882
YBR056W-A	II	351255	351455	+	201	169	182	197	338	330	342	300	315	317	279	271	275	149	168	124	315	321	413	273	316	297	243	204	243
YBR009C	II	255373	255684	-	312	8818	9130	9677	7691	8525	8912	7061	7844	7793	8323	9063	9309	6226	6832	6707	7005	7489	7781	5631	6037	6073	7565	7949	8239
YBL038W	II	146187	146885	+	699	882	1022	1007	837	951	1019	963	1130	1085	1235	1418	1317	543	660	651	707	719	700	846	874	896	801	925	931
YBR056C-B	II	351293	351451	-	159	3	5	1	6	2	3	6	5	5	3	8	0	20	8	14	11	10	7	14	13	8	16	16	21
YBR081C	II	401253	405251	-	3999	1480	1598	1655	1685	1733	1747	1483	1677	1712	1955	2157	2087	1356	1507	1583	1513	1609	1722	1226	1283	1322	1688	1796	1896
YBR007C	II	248806	251016	-	2211	873	966	883	814	968	881	798	947	890	994	1048	1069	612	614	750	691	703	726	580	613	595	766	798	833
YBR146W	II	535260	536096	+	837	2215	2324	2460	1721	1917	1998	2151	2261	2258	2564	3055	2815	1331	1376	1461	1386	1353	1468	1502	1626	1590	1539	1656	1680
YBR171W	II	578364	578984	+	621	1338	1585	1509	1239	1372	1516	1618	1671	1646	1637	1877	1861	1289	1283	1365	1303	1442	1462	1484	1504	1543	1447	1715	1627
YBL028C	II	167518	167838	-	321	2429	2634	2611	1517	1654	1747	1325	1472	1557	1515	1643	1618	2209	2460	2501	1427	1576	1582	1538	1605	1739	1477	1708	1727
YBR135W	II	504854	505306	+	453	447	528	519	490	555	565	441	426	449	528	558	538	437	542	546	550	582	619	503	538	548	553	590	588
YBR264C	II	737770	738369	-	600	253	253	268	263	319	317	299	339	289	403	411	416	218	256	260	236	306	299	241	223	247	260	306	311
YBR043C	II	321876	323945	-	2070	906	977	980	826	967	851	940	916	937	1073	1188	1175	692	899	835	817	810	846	798	838	838	800	802	897
YBL059W	II;II	110594;110949	110879;111244	+;+	582	129	202	164	208	204	201	257	232	201	248	277	275	140	138	175	172	205	221	257	179	252	185	233	192
YBR131W	II	497163	499277	+	2115	566	595	562	446	524	463	443	600	529	584	553	716	505	521	514	471	415	457	439	435	465	458	501	497
YBR233W-A	II	684977	685261	+	285	184	221	240	174	187	204	246	257	267	267	313	307	200	250	208	190	215	204	158	182	173	200	165	201
YBR092C	II	427698	429101	-	1404	4723	4950	5154	4456	4947	5057	3539	3813	3860	3619	3852	3809	5193	5902	5811	4869	5060	5059	4886	5356	5350	5844	6471	6458
YBR126C	II	488905	490392	-	1488	2733	3008	3067	5662	5652	6008	5276	5676	5654	6798	7102	7227	2289	2610	2655	6214	6598	6891	5636	6007	6060	7068	7506	7580
YBR057C	II	352193	353293	-	1101	1452	1571	1528	1341	1394	1487	1449	1636	1638	1767	1946	1960	920	998	997	1038	1148	1142	1241	1308	1320	1261	1334	1388
YBR086C	II	420201	423041	-	2841	5931	6188	6213	6152	6656	6541	5049	5499	5238	6481	6495	6750	4769	5023	5149	5283	5602	5814	4463	4835	4552	5647	6239	6301
YBR174C	II	582338	582652	-	315	2	6	7	2	1	0	1	0	2	5	2	0	5	2	4	10	3	2	3	1	6	3	10	1
snR56	II	88190	88277	+	88	57	44	55	38	56	57	50	60	56	29	43	28	1735	1884	2008	1506	1574	1583	2139	2272	2371	1965	1997	2032
YBR281C	II	764970	767606	-	2637	727	873	828	994	1109	1096	794	910	856	880	1056	1053	786	957	854	1177	1221	1222	1019	1113	962	1314	1258	1407
YBL103C	II	22076	23536	-	1461	814	886	930	925	975	960	1042	1013	1140	1235	1365	1419	717	642	673	747	839	867	740	800	796	846	818	894
tG(GCC)B	II	197629	197699	-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR159W	II	558685	559728	+	1044	1583	1583	1848	1627	1975	1847	1877	2174	2106	2106	2202	2200	1496	1677	1669	1768	1874	1898	1708	1900	1749	1831	2047	2017
YBR118W	II	477671	479047	+	1377	72958	78659	80060	75726	80838	82138	67874	72598	72485	77706	82957	82587	55135	60103	60844	72356	77571	78549	69967	75022	75356	82339	87941	88366
YBL004W	II	227636	235117	+	7482	10961	12179	12107	8210	8708	9094	5641	6031	6082	7680	7924	8073	11523	12545	12895	7575	8449	8345	6399	6721	6935	9150	9781	9978
YBR163W	II	565723	567480	+	1758	1054	1081	1065	954	1056	998	885	1067	1060	1072	1070	1095	1169	1181	1330	1144	1150	1208	1209	1237	1340	1333	1333	1331
YBL013W	II	202056	203261	+	1206	87	104	118	123	125	116	72	79	56	97	134	114	80	117	87	70	102	93	75	74	66	92	96	88
YBL112C	II	2582	2899	-	318	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR231C	II	682179	683090	-	912	88	64	95	113	147	157	106	115	116	113	158	107	66	96	80	61	65	96	70	84	73	75	81	89
YBL066C	II	96669	100115	-	3447	407	452	466	562	564	540	370	345	399	400	424	416	350	384	408	390	393	362	343	304	343	396	397	452
YBR008C	II	252563	254209	-	1647	298	350	400	221	250	318	238	198	223	300	313	261	308	304	310	198	180	240	165	157	193	209	240	274
YBL015W	II	194122	195702	+	1581	424	442	457	779	820	764	593	629	664	802	813	768	453	431	461	1037	1079	1050	998	997	1048	1401	1576	1525
YBR038W	II	311898	314789	+	2892	461	501	479	744	847	846	428	481	500	489	518	529	440	435	518	568	530	614	302	355	399	469	512	532
YBL018C	II;II	185998;186428	186352;186474	-;-	402	617	667	722	464	580	568	558	525	589	588	563	567	605	622	589	394	428	399	547	546	532	463	510	434
YBR253W	II	723270	723635	+	366	348	435	425	356	442	473	467	488	515	493	543	534	349	360	353	341	355	428	421	406	442	400	412	465
YBL068W-A	II	91794	92030	+	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR058C	II	353672	356017	-	2346	2307	2439	2670	2027	2347	2346	1934	2328	2206	2391	2641	2619	1937	2093	2172	2041	2119	2310	2055	2221	2147	2381	2579	2690
